name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,activity_zone_id
Psychology Building,65,29216715.0,,yes,,,"POLYGON ((-111.9291944 33.419733, -111.9299208 33.4197181, -111.9299255 33.4198787, -111.9299706 33.4198944, -111.9299715 33.4199498, -111.9297912 33.4199518, -111.9297905 33.4200419, -111.9293121 33.4200454, -111.9293107 33.4199562, -111.9291395 33.4199581, -111.9291386 33.4199011, -111.9291987 33.4198787, -111.9291944 33.419733))",POINT (-111.9295583 33.419874),2222.7,23925.1,272
Sch. Human Ev. Soc. Chg,66,29216912.0,,yes,,,"POLYGON ((-111.935702 33.4204088, -111.9352642 33.4204088, -111.9352642 33.4205163, -111.9354359 33.4205163, -111.9354359 33.4206667, -111.9352642 33.4206667, -111.9352642 33.4207885, -111.935702 33.4207885, -111.935702 33.4206667, -111.9356676 33.4206667, -111.9356676 33.4205306, -111.935702 33.4205306, -111.935702 33.4204088))",POINT (-111.9355015 33.4206),1399.6,15065.4,247
Parking permit 44,67,29736047.0,,parking,,,"POLYGON ((-111.9280781 33.4172275, -111.9282305 33.4172267, -111.9285253 33.4172263, -111.9287471 33.4172272, -111.9287445 33.4176667, -111.9283891 33.4176652, -111.9280781 33.4176652, -111.9280781 33.4172275))",POINT (-111.9284122 33.417446),3020.7,32514.1,333
Tyler Street Parking Structure,68,29736099.0,,parking,,,"POLYGON ((-111.9287401 33.4204281, -111.9278768 33.4204281, -111.9278131 33.4204281, -111.9278131 33.4210084, -111.9282725 33.4210089, -111.9287401 33.4210084, -111.9287401 33.4209322, -111.9287401 33.4206435, -111.9287401 33.4204281))",POINT (-111.9282766 33.4207184),5551.3,59753.4,253
Gammage Auditorium Parking,69,30032029.0,,parking,,,"POLYGON ((-111.9378032 33.4152431, -111.9379047 33.4150983, -111.937793 33.4150608, -111.9374459 33.4149716, -111.9371108 33.4149297, -111.9367429 33.4149075, -111.9367569 33.4150923, -111.9367705 33.4151607, -111.9367707 33.4151806, -111.9367719 33.4153394, -111.9367744 33.415673, -111.9367773 33.4160492, -111.9368488 33.4160501, -111.9368996 33.4160507, -111.9371606 33.4160627, -111.9372959 33.4160375, -111.9373484 33.4159644, -111.9375236 33.4158276, -111.9376986 33.4156909, -111.93776 33.415643, -111.9377225 33.4156027, -111.9378701 33.4155402, -111.9379532 33.4155177, -111.9378351 33.4153206, -111.9378032 33.4152431))",POINT (-111.937249 33.4154523),10629.6,114415.8,386
Gammage Auditorium Parking,70,30032032.0,,parking,,,"POLYGON ((-111.9393146 33.4165475, -111.9391949 33.4164005, -111.9391803 33.4163888, -111.9391237 33.4163434, -111.9388764 33.4162915, -111.9388048 33.4164177, -111.9387411 33.4164031, -111.9386899 33.4164836, -111.9386067 33.4166133, -111.9385646 33.4166594, -111.938361 33.4167769, -111.9383148 33.4168019, -111.9382745 33.4168155, -111.9382425 33.4169952, -111.9382622 33.4171545, -111.9382697 33.4171923, -111.9382828 33.4173126, -111.9382877 33.417341, -111.9382918 33.4173643, -111.9391602 33.4173458, -111.9392192 33.4173445, -111.9394867 33.4170944, -111.9394864 33.4169671, -111.939444 33.4167055, -111.9393586 33.4165654, -111.9393146 33.4165475))",POINT (-111.9388847 33.4169096),10040.0,108069.8,345
Global Institute of Sustainability,71,30406522.0,,university,,,"POLYGON ((-111.9354682 33.4213333, -111.9351764 33.4213333, -111.9351764 33.4216915, -111.9354682 33.4216915, -111.9354682 33.4213333))",POINT (-111.9353223 33.4215124),1075.9,11580.6,228
Cowden Family Resorces,72,30406539.0,,yes,,,"POLYGON ((-111.9352423 33.420916, -111.9354226 33.420916, -111.9354226 33.4210235, -111.9356458 33.4210235, -111.9356458 33.4209232, -111.9358432 33.4209232, -111.9358432 33.4211739, -111.9352423 33.4211739, -111.9352423 33.420916))",POINT (-111.9355421 33.4210603),1337.7,14398.8,247
First United Methodist,73,30406557.0,,place_of_worship,,,"POLYGON ((-111.9365304 33.4212823, -111.9360926 33.4212823, -111.9360926 33.4213611, -111.9359896 33.4213611, -111.9359896 33.4216763, -111.9360325 33.4216763, -111.9360325 33.4217193, -111.9359896 33.4217193, -111.9359896 33.4218339, -111.9362385 33.4218339, -111.9362385 33.4216763, -111.9361355 33.4216763, -111.9361355 33.4215617, -111.9362815 33.4215617, -111.9362815 33.4214328, -111.9365304 33.4214328, -111.9365304 33.4212823))",POINT (-111.9361905 33.4215084),1700.8,18307.6,227
,74,30406571.0,,yes,,,"POLYGON ((-111.9362122 33.4216347, -111.9363238 33.4215702, -111.9364182 33.4216562, -111.936444 33.4216347, -111.9364869 33.4216777, -111.9364955 33.4217064, -111.9364869 33.421735, -111.9364611 33.4217637, -111.9364268 33.4217923, -111.9363753 33.4218138, -111.9363238 33.421821, -111.9362895 33.4218138, -111.9362637 33.4217923, -111.936238 33.4217493, -111.9362723 33.4217278, -111.9362122 33.4216347))",POINT (-111.9363509 33.4217045),452.2,4867.6,227
Old Main,75,30406665.0,,yes,,,"POLYGON ((-111.9338601 33.4203719, -111.93386 33.4204221, -111.9339201 33.4204221, -111.9339201 33.4204722, -111.9336997 33.4204722, -111.9336997 33.4205695, -111.9337488 33.4205695, -111.9337487 33.420694, -111.9339421 33.4206941, -111.9340277 33.4206941, -111.9340855 33.4206941, -111.9342031 33.4206941, -111.9342031 33.4206462, -111.9342031 33.4205432, -111.9342031 33.4204723, -111.9339629 33.4204723, -111.9339629 33.420422, -111.9340144 33.420422, -111.9340144 33.420372, -111.9338601 33.4203719))",POINT (-111.9339623 33.4205656),1190.0,12808.6,249
University Club,76,30406689.0,,yes,,,"POLYGON ((-111.933662 33.4208393, -111.9334317 33.4208409, -111.9334343 33.4210912, -111.933537 33.4210905, -111.9336362 33.4210898, -111.9336645 33.4210896, -111.9336632 33.4209607, -111.933662 33.4208393))",POINT (-111.9335481 33.4209652),594.3,6396.7,249
Health Service Building,77,30406705.0,,yes,,,"POLYGON ((-111.9328568 33.421619, -111.9332602 33.421619, -111.9332575 33.4211025, -111.9328894 33.4210974, -111.9328568 33.421619))",POINT (-111.9330655 33.4213634),2065.4,22231.7,229
Piper Writers House,78,30406737.0,,yes,,,"POLYGON ((-111.9329502 33.4204536, -111.9331328 33.420453, -111.9331335 33.4205994, -111.9331096 33.4205995, -111.9331098 33.4206388, -111.9330477 33.420639, -111.9330475 33.4205975, -111.9330243 33.4205976, -111.9329509 33.4205978, -111.9329502 33.4204536))",POINT (-111.9330453 33.4205338),298.9,3217.2,249
Physical Science F Wing,79,30406767.0,,yes,,,"POLYGON ((-111.9316464 33.4207878, -111.9311657 33.4207878, -111.9311657 33.4211962, -111.9316464 33.4211962, -111.9316464 33.4209831, -111.9316464 33.420923, -111.9316464 33.4207878))",POINT (-111.931406 33.420992),2024.9,21795.9,250
Physical Science G Wing,80,30406793.0,,yes,,,"POLYGON ((-111.9317067 33.4212752, -111.9313204 33.4212752, -111.9313204 33.4214399, -111.9315007 33.4214399, -111.9315007 33.4214901, -111.9317067 33.4214901, -111.9317067 33.4213713, -111.9317067 33.4212752))",POINT (-111.9315262 33.4213726),763.9,8222.9,230
Physical Science H Wing,81,30406805.0,,yes,,,"POLYGON ((-111.9317238 33.4215886, -111.931676 33.4215895, -111.9316751 33.4215452, -111.9311355 33.4215443, -111.9311356 33.4215155, -111.9309881 33.4215153, -111.930988 33.4215694, -111.9309888 33.42175, -111.9309887 33.4217815, -111.9317245 33.4217828, -111.9317241 33.4216751, -111.9317238 33.4215886))",POINT (-111.9313451 33.4216613),1820.9,19599.7,230
Physical Science E Wing,82,30406865.0,,yes,,,"POLYGON ((-111.9318358 33.421569, -111.9318356 33.4215189, -111.9318353 33.421495, -111.9322674 33.4214909, -111.9322682 33.4215487, -111.9323655 33.4215464, -111.9324855 33.421546, -111.9325592 33.4215467, -111.93256 33.4217808, -111.9322714 33.4217815, -111.9317245 33.4217828, -111.9317241 33.4216751, -111.9317238 33.4215886, -111.93177 33.4215885, -111.9317699 33.4215692, -111.9318358 33.421569))",POINT (-111.9321378 33.4216503),2232.0,24024.5,230
Physical Science D Wing,83,30407018.0,,yes,,,"POLYGON ((-111.9317731 33.4214306, -111.9323649 33.4214286, -111.9323655 33.4215464, -111.9324855 33.421546, -111.9324854 33.4215217, -111.9324853 33.4215147, -111.9324967 33.4215147, -111.9324963 33.4214341, -111.9325555 33.4214339, -111.9325552 33.4213678, -111.9324962 33.421368, -111.9324952 33.4211694, -111.9323177 33.4211697, -111.9323183 33.4212874, -111.9322554 33.4212877, -111.9318552 33.421291, -111.9317725 33.4212893, -111.9317729 33.4213707, -111.9317731 33.4214306))",POINT (-111.9322175 33.4213545),1459.5,15710.2,230
Physical Science C Wing,84,30407023.0,,yes,,,"POLYGON ((-111.9317705 33.4211691, -111.9323177 33.4211697, -111.9324952 33.4211694, -111.932495 33.4210848, -111.9325305 33.4210848, -111.9325304 33.4210595, -111.9325304 33.4210374, -111.9325586 33.4210033, -111.9325672 33.4209672, -111.9325646 33.4209286, -111.9325548 33.4208906, -111.9325384 33.4208664, -111.9325085 33.4208531, -111.9324859 33.4208532, -111.9324861 33.4209106, -111.9322999 33.4209111, -111.9323011 33.4210255, -111.932253 33.4210259, -111.9318217 33.4210291, -111.9317699 33.4210294, -111.9317706 33.4210898, -111.9317705 33.4211691))",POINT (-111.932214 33.4210641),1426.4,15353.3,250
Physical Science B Wing,85,30407045.0,,yes,,,"POLYGON ((-111.9324861 33.4209106, -111.9322999 33.4209111, -111.9317659 33.4209105, -111.9317661 33.4208201, -111.9317661 33.4207725, -111.9323008 33.4207725, -111.9323005 33.4207475, -111.9324903 33.4207472, -111.9324903 33.4207397, -111.9325399 33.4207397, -111.9325398 33.4207734, -111.932486 33.4207734, -111.932486 33.4208055, -111.9324859 33.4208532, -111.9324861 33.4209106))",POINT (-111.9321444 33.4208366),1094.9,11785.7,250
Physical Science A Wing,86,30407086.0,,yes,,,"POLYGON ((-111.9323005 33.4207475, -111.9323004 33.4206973, -111.9322675 33.4206974, -111.9322674 33.4206765, -111.9321991 33.4206766, -111.9321991 33.420684, -111.9321322 33.420684, -111.9321348 33.420578, -111.9321349 33.4205596, -111.9321344 33.4205261, -111.9321634 33.4205255, -111.9321837 33.4205251, -111.9322297 33.420525, -111.9322297 33.4205021, -111.9322554 33.4205021, -111.9322554 33.4204693, -111.9322552 33.4204446, -111.9324955 33.4204435, -111.9324957 33.4204703, -111.9325774 33.4204698, -111.932578 33.4205228, -111.9325203 33.4205233, -111.9325204 33.4205335, -111.9325744 33.4205331, -111.9325745 33.4205394, -111.9325761 33.4206965, -111.9324898 33.4206971, -111.9324903 33.4207397, -111.9324903 33.4207472, -111.9323005 33.4207475))",POINT (-111.9323712 33.4205916),1105.7,11901.7,250
Wexler Hall,87,30407101.0,,yes,,,"POLYGON ((-111.9321349 33.4205596, -111.931849 33.4205588, -111.9318489 33.4205873, -111.93178 33.4205871, -111.9317797 33.4206675, -111.9318481 33.4206677, -111.931848 33.4206965, -111.9321322 33.4206973, -111.9321322 33.420684, -111.9321348 33.420578, -111.9321349 33.4205596))",POINT (-111.9319692 33.4206279),462.6,4979.8,250
Interdisciplinary Sci. & Tech. 5,88,30407117.0,,yes,,,"POLYGON ((-111.9308155 33.4204237, -111.9310969 33.4204223, -111.9312446 33.4204216, -111.9312461 33.4206177, -111.9311522 33.4206189, -111.9311531 33.4207343, -111.9310592 33.4207348, -111.9310604 33.4209077, -111.9310604 33.4209262, -111.9310312 33.4209272, -111.9310312 33.4209475, -111.9310041 33.420972, -111.9309478 33.4209763, -111.9309473 33.4209939, -111.9309855 33.4209931, -111.930988 33.4210423, -111.9309494 33.4210424, -111.9309509 33.4210957, -111.9308051 33.4210964, -111.9308042 33.420966, -111.9308383 33.4209658, -111.9308381 33.4209399, -111.9308036 33.4209401, -111.9308025 33.4207855, -111.9308451 33.4207853, -111.9308449 33.4207552, -111.9308018 33.4207554, -111.9308011 33.42067, -111.9309126 33.4206695, -111.9309123 33.42062, -111.9308169 33.4206205, -111.9308155 33.4204237))",POINT (-111.9309813 33.4206974),2023.1,21776.5,251
Goldwater Center,89,30407135.0,,yes,,,"POLYGON ((-111.9306406 33.4204195, -111.9304754 33.4204217, -111.93029 33.4204241, -111.9303044 33.4211746, -111.9303833 33.4211736, -111.9303823 33.4211223, -111.9305685 33.4211198, -111.9305695 33.4211738, -111.9306557 33.4211726, -111.9306554 33.4211567, -111.9306488 33.4208143, -111.9306069 33.4208148, -111.9306061 33.4207737, -111.9306474 33.4207731, -111.9306406 33.4204195))",POINT (-111.9304716 33.4207844),2604.4,28034.0,251
,90,30407161.0,,yes,,,"POLYGON ((-111.929265 33.4212346, -111.9295568 33.4212346, -111.9295568 33.4214209, -111.929265 33.4214209, -111.929265 33.4212346))",POINT (-111.9294109 33.4213278),561.0,6038.2,232
Urban Systems Engineering,91,30407183.0,,yes,,,"POLYGON ((-111.9290631 33.4213468, -111.9290631 33.4217909, -111.9297068 33.4217909, -111.9297068 33.4218483, -111.9299643 33.4218483, -111.9299643 33.4217981, -111.9300416 33.4217981, -111.9300416 33.4217265, -111.9299557 33.4217265, -111.9299557 33.4215474, -111.9299986 33.4215474, -111.9299986 33.4212895, -111.9296982 33.4212895, -111.9296982 33.4215689, -111.9291747 33.4215689, -111.9291747 33.4213468, -111.9290631 33.4213468))",POINT (-111.9295894 33.4216069),3368.5,36257.8,232
,92,30407216.0,,yes,,,"POLYGON ((-111.9285653 33.421311, -111.9288056 33.421311, -111.9288056 33.4217981, -111.9285739 33.4217981, -111.9285739 33.4217695, -111.9285395 33.4217551, -111.9282305 33.4217551, -111.9282305 33.421705, -111.9281619 33.421705, -111.9281619 33.4215689, -111.9279473 33.4215617, -111.9279645 33.4212537, -111.9283335 33.421268, -111.9283164 33.4215617, -111.9285653 33.4215617, -111.9285653 33.421311))",POINT (-111.9284066 33.4215267),3123.9,33625.1,233
Biodesign A,93,30407331.0,,yes,,,"POLYGON ((-111.9283266 33.4193731, -111.9286323 33.4193655, -111.9286189 33.4193015, -111.9285835 33.4192836, -111.9285781 33.4188399, -111.9286393 33.4188265, -111.9286396 33.4186919, -111.9280727 33.4186911, -111.9280713 33.419352, -111.9281447 33.4193755, -111.9283266 33.4193731))",POINT (-111.9283354 33.419028),3685.5,39670.6,293
Fulton Center Parking Structure,94,30407351.0,,parking,,,"POLYGON ((-111.9340695 33.4226038, -111.9346789 33.4225823, -111.934716 33.4232953, -111.9347218 33.4234174, -111.9346148 33.4234221, -111.9339185 33.4234418, -111.9338806 33.4229119, -111.9340866 33.4229047, -111.9340695 33.4226038))",POINT (-111.9343278 33.4230381),6341.2,68255.8,188
College Ave. Market,95,30407363.0,,retail,,,"POLYGON ((-111.934802 33.4225235, -111.934836 33.4231897, -111.934716 33.4231897, -111.93469 33.4225307, -111.934802 33.4225235))",POINT (-111.9347613 33.422862),791.2,8516.7,188
Grady Gammage Memorial Auditorium,96,30407398.0,,theatre,,,"POLYGON ((-111.9383745 33.4164171, -111.9384254 33.4163466, -111.9384502 33.4162739, -111.9384537 33.4161842, -111.938428 33.4161054, -111.938385 33.4160337, -111.9383179 33.4159651, -111.938222 33.4159191, -111.9381104 33.4158976, -111.9379988 33.4158976, -111.9378872 33.4159263, -111.9378014 33.4159693, -111.9377474 33.4160169, -111.937717 33.4160762, -111.9376963 33.4161297, -111.9376812 33.4161842, -111.9376803 33.4162452, -111.9376113 33.4163014, -111.9375868 33.4163418, -111.9375763 33.4163857, -111.937575 33.4164342, -111.9375844 33.4164759, -111.9376052 33.4165171, -111.9376381 33.4165583, -111.9376812 33.4165925, -111.9377229 33.4166146, -111.9377866 33.4166279, -111.9378529 33.4166284, -111.9379216 33.416614, -111.9379895 33.4165801, -111.9380338 33.4165354, -111.9381145 33.4165362, -111.9381838 33.4165222, -111.9382538 33.4164996, -111.938317 33.4164652, -111.9383745 33.4164171))",POINT (-111.9380136 33.4162599),4834.0,52033.1,366
Sun Devil Fitness Complex,97,30407778.0,,yes,,,"POLYGON ((-111.9331601 33.4159312, -111.9331655 33.4154612, -111.9330743 33.4154655, -111.9330743 33.4153437, -111.9329799 33.4153437, -111.9329799 33.4152004, -111.9328307 33.4151961, -111.9328229 33.4151263, -111.9323852 33.4151263, -111.9323852 33.4150045, -111.9320075 33.4150045, -111.9320075 33.4150619, -111.932265 33.4150619, -111.932265 33.4151908, -111.9323841 33.4151908, -111.9323791 33.415487, -111.9317182 33.415487, -111.9317182 33.4156303, -111.9317868 33.4156303, -111.9317934 33.4158438, -111.9325512 33.4158438, -111.9326176 33.4158439, -111.93262 33.4158721, -111.9326225 33.415977, -111.9327215 33.4159774, -111.9327193 33.4159317, -111.9327567 33.4159312, -111.9331601 33.4159312))",POINT (-111.9325418 33.415558),8353.5,89916.2,390
Hayden Hall,98,30407852.0,,yes,,,"POLYGON ((-111.9351523 33.4149549, -111.9363282 33.4149549, -111.9363282 33.4150337, -111.9364569 33.4150337, -111.9364569 33.4153274, -111.9363454 33.4153274, -111.9363454 33.4152701, -111.9358218 33.4152701, -111.9358218 33.4151698, -111.9362681 33.4151698, -111.9362681 33.4150983, -111.9362681 33.415048, -111.9358218 33.415048, -111.9358218 33.4151268, -111.9357619 33.4151268, -111.9356587 33.4151268, -111.9356587 33.415048, -111.9352553 33.415048, -111.9352553 33.4151698, -111.9352946 33.4151698, -111.9356587 33.4151698, -111.9356587 33.4152701, -111.9352038 33.4152701, -111.9352038 33.4153991, -111.9351008 33.4153991, -111.9351008 33.4150409, -111.9351523 33.4150409, -111.9351523 33.4149549))",POINT (-111.9357611 33.4151263),3156.2,33972.5,387
Best Hall B,99,30407905.0,,yes,,,"POLYGON ((-111.9364341 33.4153712, -111.9358247 33.4153712, -111.9358247 33.4154858, -111.9364341 33.4154858, -111.9364341 33.4154189, -111.9364341 33.4153712))",POINT (-111.9361294 33.4154285),720.1,7751.0,387
Best Hall A,100,30407912.0,,yes,,,"POLYGON ((-111.9358285 33.4159746, -111.936232 33.4159746, -111.9364465 33.4159746, -111.9364465 33.4158528, -111.9358285 33.4158528, -111.9358285 33.4159746))",POINT (-111.9361375 33.4159137),775.6,8348.2,367
Best Hall C,101,30407915.0,,yes,,,"POLYGON ((-111.9363243 33.4155766, -111.9358952 33.4155766, -111.9358952 33.4157628, -111.9363243 33.4157628, -111.9363243 33.4155766))",POINT (-111.9361098 33.4156697),819.9,8825.1,367
Best Hall C,102,30407919.0,,yes,,,"POLYGON ((-111.9358046 33.4158026, -111.9358904 33.4158026, -111.9358904 33.4155375, -111.9358046 33.4155375, -111.9358046 33.4158026))",POINT (-111.9358475 33.41567),235.2,2531.7,367
Irish Hall A,103,30407930.0,,college,,,"POLYGON ((-111.9351876 33.4154548, -111.9353077 33.4154548, -111.9353077 33.4159133, -111.9351876 33.4159133, -111.9351876 33.415678, -111.9351876 33.4154548))",POINT (-111.9352477 33.415684),565.0,6081.5,368
,104,30407982.0,,yes,,,"POLYGON ((-111.9299695 33.4152025, -111.9299695 33.4151094, -111.929918 33.4151094, -111.929918 33.4150592, -111.9300982 33.4150592, -111.9300982 33.4152025, -111.9302699 33.4152025, -111.9302699 33.4148944, -111.9297635 33.4148944, -111.9297635 33.4152025, -111.9299695 33.4152025))",POINT (-111.9300158 33.4150365),1390.2,14964.0,391
,105,30407994.0,,yes,,,"POLYGON ((-111.9302699 33.4152025, -111.9302699 33.4152274, -111.9302699 33.4155392, -111.9298407 33.4155392, -111.9298407 33.4152598, -111.9299352 33.4152598, -111.9299352 33.4153959, -111.9300982 33.4153959, -111.9300982 33.4152025, -111.9302699 33.4152025))",POINT (-111.930075 33.4153989),1107.6,11921.6,391
,106,30407997.0,,yes,,,"POLYGON ((-111.9294116 33.4153314, -111.9294116 33.415138, -111.9295833 33.415138, -111.9295833 33.4152741, -111.9296691 33.4152741, -111.9296691 33.4149947, -111.9292485 33.4149947, -111.9292485 33.4153314, -111.9294116 33.4153314))",POINT (-111.9294384 33.4151334),1067.1,11486.6,392
,107,30408001.0,,yes,,,"POLYGON ((-111.9292485 33.4153314, -111.9292485 33.4157255, -111.9294116 33.4157255, -111.9294116 33.4154747, -111.9295833 33.4154747, -111.9295833 33.415618, -111.9296605 33.415618, -111.9296605 33.4153314, -111.9294116 33.4153314, -111.9292485 33.4153314))",POINT (-111.9294253 33.4154899),1140.9,12280.6,392
,108,30408013.0,,yes,,,"POLYGON ((-111.9292485 33.4157255, -111.9294116 33.4157255, -111.9299867 33.4157255, -111.9299867 33.4158688, -111.9292485 33.4158688, -111.9292485 33.4157255))",POINT (-111.9296176 33.4157972),1083.9,11666.8,372
University Towers Parking Structure,109,30420080.0,,parking,,,"POLYGON ((-111.9357535 33.4245678, -111.9364487 33.4245678, -111.9364487 33.4246108, -111.9365002 33.4246108, -111.9365002 33.42484, -111.9364487 33.42484, -111.9364487 33.4248902, -111.9357535 33.4248902, -111.9357535 33.4245678))",POINT (-111.9361198 33.4247288),2429.2,26147.3,147
,110,30420472.0,,yes,,,"POLYGON ((-111.9312479 33.4223686, -111.9313938 33.4223686, -111.9314797 33.4224617, -111.9313853 33.422519, -111.9312393 33.4224545, -111.9312479 33.4223686))",POINT (-111.9313502 33.4224352),249.5,2686.0,210
,111,30420488.0,,yes,,,"POLYGON ((-111.930527 33.4229058, -111.9304816 33.4228867, -111.9305293 33.4227912, -111.9305572 33.422744, -111.9306814 33.4227912, -111.9306643 33.422827, -111.93069 33.4228414, -111.9306471 33.422913, -111.9306214 33.4228987, -111.9305956 33.4229345, -111.930527 33.4229058))",POINT (-111.9305881 33.4228419),247.0,2658.5,191
Art Annex,112,30420645.0,,retail,,,"POLYGON ((-111.9346765 33.4235826, -111.9348141 33.4235826, -111.9348145 33.4241417, -111.9346768 33.4241418, -111.9346765 33.4235826))",POINT (-111.9347455 33.4238622),793.0,8535.3,168
Mona Plummer Aquatic Center,113,30420661.0,,yes,,,"POLYGON ((-111.9345589 33.423444, -111.9339185 33.4234418, -111.9337969 33.4236385, -111.9337969 33.4241664, -111.934561 33.4241595, -111.9345589 33.423444))",POINT (-111.9341852 33.4238096),5547.3,59711.0,168
RPF,114,30420690.0,,yes,,,"POLYGON ((-111.9276001 33.4246753, -111.927746 33.4246753, -111.927746 33.4249475, -111.9276001 33.4249475, -111.9276001 33.4246753))",POINT (-111.9276731 33.4248114),410.7,4420.9,153
,115,30420695.0,,yes,,,"POLYGON ((-111.9275315 33.4254417, -111.9276945 33.4254417, -111.9276945 33.4250334, -111.9275315 33.4250334, -111.9275315 33.4254417))",POINT (-111.927613 33.4252375),684.0,7362.8,133
,116,30420784.0,,yes,,,"POLYGON ((-111.9280722 33.4283214, -111.9282954 33.4283214, -111.9282954 33.4286581, -111.9280722 33.4286581, -111.9280722 33.4283214))",POINT (-111.9281838 33.4284898),777.9,8373.5,53
PBS,117,30420803.0,,yes,,,"POLYGON ((-111.9275315 33.4275621, -111.9277975 33.4275621, -111.9279177 33.4276624, -111.9279434 33.4280993, -111.9279177 33.4281638, -111.928055 33.4282283, -111.9281494 33.4280922, -111.9281323 33.4275191, -111.9279349 33.4273687, -111.9275315 33.4273687, -111.9275315 33.4275621))",POINT (-111.9279301 33.4276964),2474.4,26634.1,73
North Locker,118,30420830.0,,yes,,,"POLYGON ((-111.9321658 33.4280801, -111.9321899 33.4280228, -111.9322908 33.4280414, -111.9323782 33.4281696, -111.9324423 33.428188, -111.9324286 33.4282332, -111.9326481 33.4282789, -111.9326153 33.4283697, -111.9325209 33.4284225, -111.9322221 33.4283622, -111.9321304 33.4282305, -111.9321658 33.4280801))",POINT (-111.9323497 33.4282513),1117.7,12030.9,70
,119,30420868.0,,ramada,,,"POLYGON ((-111.9301407 33.4253128, -111.9302952 33.4254274, -111.9302695 33.4255062, -111.9300892 33.4255635, -111.9300721 33.4255205, -111.9300721 33.4254704, -111.9300721 33.4254203, -111.9300892 33.4253773, -111.9301407 33.4253128))",POINT (-111.9301671 33.4254462),369.6,3978.0,131
Athletes Performance,120,30420981.0,,yes,,,"POLYGON ((-111.9242956 33.4241738, -111.9232657 33.4241738, -111.9232657 33.4244102, -111.9236433 33.4244102, -111.9242956 33.4244102, -111.9242956 33.4241738))",POINT (-111.9237806 33.424292),2507.3,26988.8,176
Verde Dickey Dome,121,30421119.0,,yes,,,"POLYGON ((-111.9242815 33.4246323, -111.9257665 33.4246323, -111.9257665 33.4253629, -111.9246155 33.4253629, -111.9242815 33.4253629, -111.9242815 33.4246323))",POINT (-111.925024 33.4249976),11186.1,120406.1,155
BBTS,122,30421132.0,,yes,,,"POLYGON ((-111.923918 33.4254847, -111.9242441 33.4254847, -111.9242441 33.425628, -111.923918 33.425628, -111.923918 33.4254847))",POINT (-111.924081 33.4255564),480.3,5170.1,136
,123,30421156.0,,yes,,,"POLYGON ((-111.9223645 33.4241595, -111.922476 33.4241595, -111.922476 33.424969, -111.9223645 33.424969, -111.9223645 33.4241595))",POINT (-111.9224203 33.4245643),933.9,10052.6,157
ALBER,124,30421182.0,,yes,,,"POLYGON ((-111.9231455 33.42532, -111.9234459 33.42532, -111.9234974 33.4253558, -111.9234974 33.4256137, -111.9235661 33.4256137, -111.9235661 33.425714, -111.923712 33.425714, -111.923712 33.4252985, -111.9237549 33.4252412, -111.9237463 33.4252054, -111.9237292 33.4251695, -111.9236862 33.4251337, -111.9236347 33.4251194, -111.9235833 33.4251122, -111.9235489 33.425148, -111.9231455 33.425148, -111.9231455 33.42532))",POINT (-111.9235159 33.4253469),1892.1,20366.3,136
Women's Gymnastics Training Facility,125,30421241.0,,yes,,,"POLYGON ((-111.9231026 33.4261294, -111.9235318 33.4261294, -111.9235318 33.4263515, -111.9231026 33.4263515, -111.9231026 33.4261294))",POINT (-111.9233172 33.4262404),985.5,10608.1,116
Wrestling Training Facility,126,30421249.0,,yes,,,"POLYGON ((-111.9236004 33.4263157, -111.9237892 33.4263157, -111.9237892 33.4267455, -111.9236004 33.4267455, -111.9236004 33.4263157))",POINT (-111.9236948 33.4265306),837.8,9017.6,116
KGC,127,30421300.0,,yes,,,"POLYGON ((-111.922476 33.4267956, -111.922476 33.4268888, -111.9231198 33.4268888, -111.9231198 33.4267956, -111.922476 33.4267956))",POINT (-111.9227979 33.4268422),615.9,6629.9,97
Sun Angel Clubhouse,128,30421308.0,,yes,,,"POLYGON ((-111.9221155 33.4277269, -111.9218581 33.4280134, -111.9221928 33.4282311, -111.9224503 33.4279418, -111.9221155 33.4277269))",POINT (-111.9221543 33.4279785),1565.7,16852.9,77
Performing & Media Arts,129,30421445.0,,yes,,,"POLYGON ((-111.924021 33.4237325, -111.9243729 33.4237325, -111.9243729 33.4236322, -111.9245188 33.4236322, -111.9245188 33.4232669, -111.9241669 33.4232669, -111.9241669 33.4233027, -111.924021 33.4233027, -111.924021 33.4237325))",POINT (-111.9242621 33.4234924),2185.1,23520.0,196
University Center A,130,30421459.0,,yes,,,"POLYGON ((-111.9224675 33.4234675, -111.9224675 33.4232812, -111.92221 33.4232812, -111.9221242 33.4232024, -111.9221242 33.4229374, -111.9223559 33.4229374, -111.9223559 33.423095, -111.9224074 33.4231379, -111.9224503 33.4231379, -111.9224503 33.4226651, -111.922313 33.4225505, -111.922313 33.4225075, -111.9220469 33.4225075, -111.9220469 33.4225505, -111.921901 33.4226651, -111.9218924 33.4233457, -111.9219353 33.4233457, -111.9220383 33.4234245, -111.9220383 33.4234675, -111.9224675 33.4234675))",POINT (-111.9221619 33.4229782),4139.4,44556.2,197
